SVFNR,POSTNR,HEITI_NF,HEITI_TGF,HUSMERKING
0000,109,Tungubakki,Tungubakka,34
0000,110,Tunguháls,Tunguhálsi,2A
0000,110,Tunguháls,Tunguhálsi,5
0000,110,Tunguháls,Tunguhálsi,7
0000,110,Tunguháls,Tunguhálsi,15
0000,110,Tunguháls,Tunguhálsi,19
0000,109,Tungusel,Tunguseli,2
3609,311,Arkarholt,Arkarholti,24a
5716,561,Syðra-Skörðugil,Syðra-Skörðugili,2
7400,765,Steinar,Steinum,1
7400,765,Steinar,Steinum,2
7400,765,Steinar,Steinum,3
7400,765,Steinar,Steinum,4
7400,765,Steinar,Steinum,5
7400,765,Steinar,Steinum,6
7400,765,Steinar,Steinum,7
7400,765,Steinar,Steinum,8
7400,765,Steinar,Steinum,9
7400,765,Steinar,Steinum,10
7400,765,Steinar,Steinum,12
7400,765,Steinar,Steinum,13
7400,765,Steinar,Steinum,14
7400,765,Steinar,Steinum,15
7400,765,Steinsstaðir,Steinsstöðum,
7400,765,Varða,Vörðu,1
7400,765,Varða,Vörðu,5
7400,765,Varða,Vörðu,8
7400,765,Varða,Vörðu,12
7400,765,Varða,Vörðu,13
7400,765,Varða,Vörðu,15
7400,765,Varða,Vörðu,17
7400,765,Varða,Vörðu,19
7400,765,Víkurland,Víkurlandi,6
7400,765,Víkurland,Víkurlandi,11
7400,765,Víkurland,Víkurlandi,15
7400,765,Vogaland,Vogalandi,2A
7400,765,Vogaland,Vogalandi,3
7400,765,Vogaland,Vogalandi,5
7400,765,Vogaland,Vogalandi,9
7400,765,Vogaland,Vogalandi,20
7400,766,Hamar,Hamri,
7400,766,Melrakkanes,Melrakkanesi,
8401,781,Hvalnes,Hvalnesi,
6513,605,Sigtún,Sigtúnum,
3511,301,Kirkjubólsland,Kirkjubólslandi,
8717,816,Egilsstaðir óskipt,Egilsstöðum,
8401,781,Stafafellskirkja,Stafafellskirkju,
8401,781,Stafafellsfjöll,Stafafellsfjöllum,1a
8401,781,Sumarbústaður I,Sumarbústað I,
8401,781,Stafafellsfjöll,Stafafellsfjöllum,32a
8401,781,Stafafellsfjöll,Stafafellsfjöllum,10
8401,781,Stafafellsfjöll,Stafafellsfjöllum,16
8401,781,Sumarbústaður,Sumarbústað,
8401,781,Stafafellsfjöll,Stafafellsfjöllum,23
1000,200,Laufbrekka,Laufbrekku,2
1000,200,Laufbrekka,Laufbrekku,4
1000,200,Laufbrekka,Laufbrekku,6
1000,200,Laufbrekka,Laufbrekku,8
1000,200,Laufbrekka,Laufbrekku,10
1000,200,Laufbrekka,Laufbrekku,12
0000,104,Kambsvegur,Kambsvegi,4
0000,104,Kambsvegur,Kambsvegi,6
0000,104,Kambsvegur,Kambsvegi,7
0000,104,Kambsvegur,Kambsvegi,9
7400,701,Stóravík,Stóruvík,
7400,701,Strönd,Strönd,
7400,701,Ketilsstaðir,Ketilsstöðum,
7400,701,Sumarbústaður,Sumarbústað,
0000,108,Rauðagerði,Rauðagerði,50
0000,108,Rauðagerði,Rauðagerði,51
0000,108,Rauðagerði,Rauðagerði,52
0000,108,Rauðagerði,Rauðagerði,53
0000,108,Rauðagerði,Rauðagerði,54
0000,108,Rauðagerði,Rauðagerði,55
0000,108,Rauðagerði,Rauðagerði,56
0000,108,Rauðagerði,Rauðagerði,57
0000,108,Rauðagerði,Rauðagerði,58
0000,108,Rauðagerði,Rauðagerði,59
0000,108,Rauðagerði,Rauðagerði,60
0000,108,Rauðagerði,Rauðagerði,62
0000,108,Rauðagerði,Rauðagerði,64
0000,108,Rauðagerði,Rauðagerði,66
0000,108,Rauðagerði,Rauðagerði,68
0000,108,Rauðagerði,Rauðagerði,72
0000,105,Rauðalækur,Rauðalæk,2
0000,105,Rauðalækur,Rauðalæk,3
0000,105,Rauðalækur,Rauðalæk,5
0000,105,Rauðalækur,Rauðalæk,7
0000,105,Rauðalækur,Rauðalæk,11
0000,105,Rauðalækur,Rauðalæk,13
0000,105,Rauðalækur,Rauðalæk,15
0000,105,Rauðalækur,Rauðalæk,17
0000,101,Urðarstígur,Urðarstíg,4
0000,101,Urðarstígur,Urðarstíg,6
0000,101,Urðarstígur,Urðarstíg,7
0000,101,Urðarstígur,Urðarstíg,7A
0000,101,Urðarstígur,Urðarstíg,8A
0000,101,Urðarstígur,Urðarstíg,10
0000,101,Urðarstígur,Urðarstíg,11A
0000,101,Urðarstígur,Urðarstíg,13
0000,101,Urðarstígur,Urðarstíg,15
0000,101,Urðarstígur,Urðarstíg,16A
0000,110,Urriðakvísl,Urriðakvísl,2
0000,110,Urriðakvísl,Urriðakvísl,4
0000,110,Urriðakvísl,Urriðakvísl,6
0000,110,Urriðakvísl,Urriðakvísl,8
0000,110,Urriðakvísl,Urriðakvísl,10
0000,110,Urriðakvísl,Urriðakvísl,12
0000,110,Urriðakvísl,Urriðakvísl,14
0000,110,Urriðakvísl,Urriðakvísl,16
0000,110,Urriðakvísl,Urriðakvísl,18
0000,110,Urriðakvísl,Urriðakvísl,21
0000,110,Urriðakvísl,Urriðakvísl,23
0000,110,Urriðakvísl,Urriðakvísl,25
0000,105,Úthlíð,Úthlíð,3
0000,105,Úthlíð,Úthlíð,5
0000,105,Úthlíð,Úthlíð,7
0000,105,Úthlíð,Úthlíð,9
0000,105,Úthlíð,Úthlíð,11
0000,105,Úthlíð,Úthlíð,12
1400,221,Axlarás,Axlarási,52A
1000,200,Hjallabrekka,Hjallabrekku,8
1000,200,Hjallabrekka,Hjallabrekku,9
1000,200,Hjallabrekka,Hjallabrekku,10
1000,200,Hjallabrekka,Hjallabrekku,11
1000,200,Hjallabrekka,Hjallabrekku,12
1000,200,Hjallabrekka,Hjallabrekku,13
1000,200,Hjallabrekka,Hjallabrekku,14
1000,200,Hjallabrekka,Hjallabrekku,15
1000,200,Hjallabrekka,Hjallabrekku,17
1000,200,Hjallabrekka,Hjallabrekku,18
1000,200,Hjallabrekka,Hjallabrekku,21
1000,200,Hjallabrekka,Hjallabrekku,23
1000,200,Hjallabrekka,Hjallabrekku,25
0000,109,Kaldasel,Kaldaseli,7
0000,109,Kaldasel,Kaldaseli,9
0000,109,Kaldasel,Kaldaseli,11
0000,109,Kaldasel,Kaldaseli,13
0000,109,Kaldasel,Kaldaseli,15
0000,109,Kaldasel,Kaldaseli,18
0000,109,Kaldasel,Kaldaseli,20
0000,109,Kaldasel,Kaldaseli,22
0000,109,Kaldasel,Kaldaseli,26
0000,101,Kalkofnsvegur,Kalkofnsvegi,3
0000,109,Kambasel,Kambaseli,1
0000,109,Kambasel,Kambaseli,3
0000,109,Kambasel,Kambaseli,5
0000,109,Kambasel,Kambaseli,7
0000,109,Kambasel,Kambaseli,9
0000,109,Kambasel,Kambaseli,11
0000,109,Kambasel,Kambaseli,13
0000,109,Kambasel,Kambaseli,15
0000,109,Kambasel,Kambaseli,17
0000,109,Kambasel,Kambaseli,18
0000,109,Kambasel,Kambaseli,22
0000,109,Kambasel,Kambaseli,24
0000,109,Kambasel,Kambaseli,26
0000,109,Kambasel,Kambaseli,28
0000,109,Kambasel,Kambaseli,30
0000,109,Kambasel,Kambaseli,32
0000,109,Kambasel,Kambaseli,36
0000,109,Kambasel,Kambaseli,37
0000,109,Kambasel,Kambaseli,39
0000,109,Kambasel,Kambaseli,41
0000,109,Kambasel,Kambaseli,44
0000,109,Kambasel,Kambaseli,47
0000,109,Kambasel,Kambaseli,49
0000,109,Kambasel,Kambaseli,51
0000,109,Kambasel,Kambaseli,54
0000,109,Kambasel,Kambaseli,56
0000,109,Kambasel,Kambaseli,58
0000,109,Kambasel,Kambaseli,59
0000,109,Kambasel,Kambaseli,61
0000,109,Kambasel,Kambaseli,63
8613,861,Litlafit,Litlufit,
1400,220,Hlíðarbraut,Hlíðarbraut,16B
8200,800,Atlavík,Atlavík,15
0000,109,Tungusel,Tunguseli,3
0000,109,Tungusel,Tunguseli,4
0000,109,Tungusel,Tunguseli,5
0000,109,Tungusel,Tunguseli,6
0000,109,Tungusel,Tunguseli,7
0000,109,Tungusel,Tunguseli,8
0000,109,Tungusel,Tunguseli,9
0000,109,Tungusel,Tunguseli,10
0000,109,Tungusel,Tunguseli,11
0000,108,Tunguvegur,Tunguvegi,1
0000,108,Tunguvegur,Tunguvegi,3
0000,108,Tunguvegur,Tunguvegi,5
0000,108,Tunguvegur,Tunguvegi,7
0000,108,Tunguvegur,Tunguvegi,8
0000,108,Tunguvegur,Tunguvegi,9
0000,108,Tunguvegur,Tunguvegi,10
0000,108,Tunguvegur,Tunguvegi,11
0000,108,Tunguvegur,Tunguvegi,13
0000,108,Tunguvegur,Tunguvegi,15
0000,108,Tunguvegur,Tunguvegi,18
0000,108,Tunguvegur,Tunguvegi,19A
0000,108,Tunguvegur,Tunguvegi,21
0000,108,Tunguvegur,Tunguvegi,23
0000,108,Tunguvegur,Tunguvegi,26
0000,108,Tunguvegur,Tunguvegi,28
0000,108,Tunguvegur,Tunguvegi,32
0000,108,Tunguvegur,Tunguvegi,36
0000,108,Tunguvegur,Tunguvegi,40
0000,108,Tunguvegur,Tunguvegi,44
0000,108,Tunguvegur,Tunguvegi,48
0000,108,Tunguvegur,Tunguvegi,52
0000,108,Tunguvegur,Tunguvegi,56
0000,108,Tunguvegur,Tunguvegi,60
0000,108,Tunguvegur,Tunguvegi,64
0000,108,Tunguvegur,Tunguvegi,66
0000,108,Tunguvegur,Tunguvegi,70
0000,108,Tunguvegur,Tunguvegi,74
0000,108,Tunguvegur,Tunguvegi,78
0000,108,Tunguvegur,Tunguvegi,82
0000,108,Tunguvegur,Tunguvegi,90
0000,108,Tunguvegur,Tunguvegi,98
0000,101,Týsgata,Týsgötu,1
0000,101,Týsgata,Týsgötu,3
0000,101,Týsgata,Týsgötu,6
0000,111,Ugluhólar,Ugluhólum,2
0000,111,Ugluhólar,Ugluhólum,6
0000,111,Ugluhólar,Ugluhólum,10
0000,108,Undraland,Undralandi,2
0000,108,Undraland,Undralandi,6
0000,108,Undraland,Undralandi,10
0000,101,Unnarstígur,Unnarstíg,4
0000,101,Unnarstígur,Unnarstíg,8
0000,111,Unufell,Unufelli,1
0000,111,Unufell,Unufelli,3
0000,111,Unufell,Unufelli,5
0000,111,Unufell,Unufelli,7
0000,111,Unufell,Unufelli,9
4604,465,Bíldudalshöfn,Bíldudalshöfn,
0000,101,Grandagarður,Grandagarði,15
0000,104,Kambsvegur,Kambsvegi,11
0000,104,Kambsvegur,Kambsvegi,12
0000,104,Kambsvegur,Kambsvegi,13
0000,104,Kambsvegur,Kambsvegi,14
0000,104,Kambsvegur,Kambsvegi,15
0000,104,Kambsvegur,Kambsvegi,16
0000,104,Kambsvegur,Kambsvegi,17
0000,104,Kambsvegur,Kambsvegi,18
0000,104,Kambsvegur,Kambsvegi,19
0000,104,Kambsvegur,Kambsvegi,20
0000,104,Kambsvegur,Kambsvegi,21
0000,104,Kambsvegur,Kambsvegi,22
0000,104,Kambsvegur,Kambsvegi,23
0000,104,Kambsvegur,Kambsvegi,24
0000,104,Kambsvegur,Kambsvegi,26
0000,104,Kambsvegur,Kambsvegi,28
0000,104,Kambsvegur,Kambsvegi,30
0000,104,Kambsvegur,Kambsvegi,32
0000,104,Kambsvegur,Kambsvegi,33
0000,104,Kambsvegur,Kambsvegi,35
0000,104,Kambsvegur,Kambsvegi,37
0000,107,Víðimelur,Víðimel,78
0000,107,Víðimelur,Víðimel,76
0000,107,Víðimelur,Víðimel,72
0000,107,Víðimelur,Víðimel,73
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,29
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,33
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,39
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,43
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,47
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,50
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,52
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,54
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,56
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,57A
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,59
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,61
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,63
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,64A
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,67
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,71
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,83
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,87
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,91
0000,107,Kaplaskjólsvegur,Kaplaskjólsvegi,31A
0000,101,Kárastígur,Kárastíg,2
0000,101,Kárastígur,Kárastíg,4
0000,101,Kárastígur,Kárastíg,6
0000,101,Kárastígur,Kárastíg,9
0000,101,Kárastígur,Kárastíg,10
0000,101,Kárastígur,Kárastíg,12
2510,246,Klöpp,Klöpp,
2510,235,Fálkavöllur,Fálkavelli,17
0000,105,Úthlíð,Úthlíð,13
0000,105,Úthlíð,Úthlíð,14
0000,105,Úthlíð,Úthlíð,15
0000,105,Úthlíð,Úthlíð,16
0000,109,Vaðlasel,Vaðlaseli,1
0000,109,Vaðlasel,Vaðlaseli,2
0000,109,Vaðlasel,Vaðlaseli,3
0000,109,Vaðlasel,Vaðlaseli,4
0000,109,Vaðlasel,Vaðlaseli,5
0000,109,Vaðlasel,Vaðlaseli,6
0000,109,Vaðlasel,Vaðlaseli,7
0000,109,Vaðlasel,Vaðlaseli,8
0000,109,Vaðlasel,Vaðlaseli,10
0000,109,Vaðlasel,Vaðlaseli,12
0000,109,Vaglasel,Vaglaseli,1
0000,109,Vaglasel,Vaglaseli,2
0000,109,Vaglasel,Vaglaseli,3
0000,110,Vagnhöfði,Vagnhöfða,3
0000,110,Vagnhöfði,Vagnhöfða,6
0000,110,Vagnhöfði,Vagnhöfða,7
0000,110,Vagnhöfði,Vagnhöfða,9
0000,110,Vagnhöfði,Vagnhöfða,11
0000,110,Vagnhöfði,Vagnhöfða,13
0000,110,Vagnhöfði,Vagnhöfða,16
0000,110,Vagnhöfði,Vagnhöfða,18
0000,110,Vagnhöfði,Vagnhöfða,20
0000,110,Vagnhöfði,Vagnhöfða,23
0000,110,Vallarás,Vallarási,1
0000,110,Vallarás,Vallarási,2
0000,110,Vallarás,Vallarási,4
0000,110,Selásbraut,Selásbraut,98
0000,112,Vallarhús,Vallarhúsum,32
0000,112,Vallarhús,Vallarhúsum,34
0000,112,Vallarhús,Vallarhúsum,36
0000,112,Vallarhús,Vallarhúsum,40
0000,112,Vallarhús,Vallarhúsum,55
0000,112,Vallarhús,Vallarhúsum,59
0000,112,Vallarhús,Vallarhúsum,63
0000,112,Vallarhús,Vallarhúsum,67
0000,111,Valshólar,Valshólum,6
0000,104,Vatnagarðar,Vatnagörðum,4
0000,104,Vatnagarðar,Vatnagörðum,8
0000,104,Vatnagarðar,Vatnagörðum,12
0000,104,Vatnagarðar,Vatnagörðum,16
0000,104,Vatnagarðar,Vatnagörðum,20
0000,104,Vatnagarðar,Vatnagörðum,24
0000,104,Vatnagarðar,Vatnagörðum,28
0000,104,Vatnagarðar,Vatnagörðum,40
0000,104,Vatnagarðar,Vatnagörðum,22A
0000,109,Vatnasel,Vatnaseli,3
0000,105,Vatnsholt,Vatnsholti,4
0000,105,Vatnsholt,Vatnsholti,8
0000,105,Vatnsholt,Vatnsholti,10
3811,371,Geirmundarstaðaland,Geirmundarstaðalandi,
0000,101,Vatnsstígur,Vatnsstíg,3
0000,101,Vatnsstígur,Vatnsstíg,8
0000,101,Vatnsstígur,Vatnsstíg,9A
0000,109,Kambasel,Kambaseli,65
0000,109,Kambasel,Kambaseli,66
0000,109,Kambasel,Kambaseli,68
0000,109,Kambasel,Kambaseli,69
0000,109,Kambasel,Kambaseli,70
0000,109,Kambasel,Kambaseli,71
0000,109,Kambasel,Kambaseli,72
0000,109,Kambasel,Kambaseli,73
0000,109,Kambasel,Kambaseli,75
0000,109,Kambasel,Kambaseli,77
0000,109,Kambasel,Kambaseli,79
0000,109,Kambasel,Kambaseli,81
0000,109,Kambasel,Kambaseli,83
0000,109,Kambasel,Kambaseli,85
0000,104,Kambsvegur,Kambsvegi,1
0000,104,Kambsvegur,Kambsvegi,1A
0000,110,Norðurás,Norðurási,4
0000,104,Norðurbrún,Norðurbrún,1
0000,104,Norðurbrún,Norðurbrún,4
0000,104,Norðurbrún,Norðurbrún,8
0000,104,Norðurbrún,Norðurbrún,12
0000,104,Norðurbrún,Norðurbrún,16
0000,104,Norðurbrún,Norðurbrún,18
0000,104,Norðurbrún,Norðurbrún,22
0000,104,Norðurbrún,Norðurbrún,26
0000,104,Norðurbrún,Norðurbrún,30
0000,104,Norðurbrún,Norðurbrún,34
0000,111,Norðurfell,Norðurfelli,1
3000,300,Bjarkargrund,Bjarkargrund,9
3000,300,Bjarkargrund,Bjarkargrund,11
3000,300,Bjarkargrund,Bjarkargrund,13
3000,300,Bjarkargrund,Bjarkargrund,15
3000,300,Bjarkargrund,Bjarkargrund,17
3000,300,Bjarkargrund,Bjarkargrund,20
3000,300,Bjarkargrund,Bjarkargrund,24
3000,300,Bjarkargrund,Bjarkargrund,28
3000,300,Bjarkargrund,Bjarkargrund,31
3000,300,Bjarkargrund,Bjarkargrund,33
3000,300,Bjarkargrund,Bjarkargrund,35
3000,300,Bjarkargrund,Bjarkargrund,37
3000,300,Bjarkargrund,Bjarkargrund,38A
3000,300,Bjarkargrund,Bjarkargrund,40
3000,300,Bjarkargrund,Bjarkargrund,42
3000,300,Bjarkargrund,Bjarkargrund,44
3000,300,Bjarkargrund,Bjarkargrund,46
3000,300,Breiðargata,Breiðargötu,1
3000,300,Breiðargata,Breiðargötu,2B
3000,300,Breiðargata,Breiðargötu,4
3000,300,Breiðargata,Breiðargötu,5B
3000,300,Brekkubraut,Brekkubraut,1
3000,300,Brekkubraut,Brekkubraut,3
3000,300,Brekkubraut,Brekkubraut,4
3000,300,Brekkubraut,Brekkubraut,8
3000,300,Brekkubraut,Brekkubraut,10
3000,300,Brekkubraut,Brekkubraut,12
0000,111,Unufell,Unufelli,10
0000,111,Unufell,Unufelli,11
0000,111,Unufell,Unufelli,12
0000,111,Unufell,Unufelli,13
0000,111,Unufell,Unufelli,14
0000,111,Unufell,Unufelli,15
0000,111,Unufell,Unufelli,16
0000,111,Unufell,Unufelli,17
0000,111,Unufell,Unufelli,18
0000,111,Unufell,Unufelli,19
0000,111,Unufell,Unufelli,20
0000,111,Unufell,Unufelli,21
0000,111,Unufell,Unufelli,22
0000,111,Unufell,Unufelli,23
0000,111,Unufell,Unufelli,24
0000,111,Unufell,Unufelli,25
0000,111,Unufell,Unufelli,26
0000,111,Unufell,Unufelli,28
0000,111,Unufell,Unufelli,29
0000,111,Unufell,Unufelli,31
0000,111,Unufell,Unufelli,33
0000,111,Unufell,Unufelli,35
0000,111,Unufell,Unufelli,38
0000,111,Unufell,Unufelli,42
0000,111,Unufell,Unufelli,46
0000,111,Unufell,Unufelli,50
0000,109,Urðarbakki,Urðarbakka,4
0000,109,Urðarbakki,Urðarbakka,8
0000,109,Urðarbakki,Urðarbakka,10
0000,109,Urðarbakki,Urðarbakka,18
0000,109,Urðarbakki,Urðarbakka,22
0000,109,Urðarbakki,Urðarbakka,26
0000,109,Urðarbakki,Urðarbakka,30
0000,109,Urðarbakki,Urðarbakka,34
0000,109,Urðarstekkur,Urðarstekk,1
0000,109,Urðarstekkur,Urðarstekk,3
0000,109,Urðarstekkur,Urðarstekk,5
0000,109,Urðarstekkur,Urðarstekk,7
1300,210,Þrastanes,Þrastanesi,12
1400,220,Vesturbraut,Vesturbraut,1
1400,220,Vesturbraut,Vesturbraut,4A
1400,220,Vesturbraut,Vesturbraut,7
1400,220,Vesturbraut,Vesturbraut,9
1400,220,Vesturbraut,Vesturbraut,10
1400,220,Vesturbraut,Vesturbraut,13
1400,220,Vesturbraut,Vesturbraut,16
1400,220,Vesturbraut,Vesturbraut,19
1400,220,Vesturbraut,Vesturbraut,21
1400,220,Vesturbraut,Vesturbraut,23
1400,220,Norðurbakki,Norðurbakka,1
1400,220,Vesturgata,Vesturgötu,6
1400,221,Axlarás,Axlarási,54A
1400,220,Vesturgata,Vesturgötu,26B
1400,220,Norðurbakki,Norðurbakka,11A
1400,221,Axlarás,Axlarási,94A
1400,220,Vesturholt,Vesturholti,2
1400,220,Vesturholt,Vesturholti,4
1400,221,Axlarás,Axlarási,92A
0000,104,Karfavogur,Karfavogi,11
0000,104,Karfavogur,Karfavogi,13
0000,104,Karfavogur,Karfavogi,14
0000,104,Karfavogur,Karfavogi,15
0000,104,Karfavogur,Karfavogi,16
0000,104,Karfavogur,Karfavogi,17
0000,104,Karfavogur,Karfavogi,18
0000,104,Karfavogur,Karfavogi,19
0000,104,Karfavogur,Karfavogi,20
0000,104,Karfavogur,Karfavogi,21
0000,104,Karfavogur,Karfavogi,22
0000,104,Karfavogur,Karfavogi,23
0000,104,Karfavogur,Karfavogi,24
0000,104,Karfavogur,Karfavogi,26
0000,104,Karfavogur,Karfavogi,28
0000,104,Karfavogur,Karfavogi,31
0000,104,Karfavogur,Karfavogi,32
0000,104,Karfavogur,Karfavogi,34
0000,104,Karfavogur,Karfavogi,36
0000,104,Karfavogur,Karfavogi,38
0000,104,Karfavogur,Karfavogi,40
0000,104,Karfavogur,Karfavogi,42
0000,104,Karfavogur,Karfavogi,50
0000,104,Karfavogur,Karfavogi,54
0000,104,Karfavogur,Karfavogi,58
0000,105,Karlagata,Karlagötu,1
0000,105,Karlagata,Karlagötu,2
0000,105,Karlagata,Karlagötu,4
0000,105,Karlagata,Karlagötu,6
0000,105,Karlagata,Karlagötu,9
0000,105,Karlagata,Karlagötu,11
0000,105,Karlagata,Karlagötu,13
0000,105,Karlagata,Karlagötu,15
0000,105,Karlagata,Karlagötu,17
0000,105,Karlagata,Karlagötu,19
0000,105,Karlagata,Karlagötu,21
0000,105,Karlagata,Karlagötu,22
0000,111,Keilufell,Keilufelli,1
0000,111,Keilufell,Keilufelli,3
0000,111,Keilufell,Keilufelli,5
0000,111,Keilufell,Keilufelli,7
0000,111,Keilufell,Keilufelli,9
0000,111,Keilufell,Keilufelli,11
0000,111,Keilufell,Keilufelli,13
0000,111,Keilufell,Keilufelli,15
0000,111,Keilufell,Keilufelli,19
0000,111,Keilufell,Keilufelli,21
2000,230,Hringbraut,Hringbraut,61
2000,230,Hringbraut,Hringbraut,62
2000,230,Hringbraut,Hringbraut,64
2000,230,Hringbraut,Hringbraut,66
2000,230,Hringbraut,Hringbraut,68
2000,230,Hringbraut,Hringbraut,70
2000,230,Hringbraut,Hringbraut,72
2000,230,Hringbraut,Hringbraut,75
0000,110,Fossháls,Fosshálsi,11
2510,245,Strandgata,Strandgötu,19
3609,311,Hólar,Hólum,3
0000,101,Grandagarður,Grandagarði,19
0000,101,Vatnsstígur,Vatnsstíg,10B
0000,101,Vatnsstígur,Vatnsstíg,12
0000,110,Brekknaás,Brekknaási,5
1000,200,Álfhólsvegur,Álfhólsvegi,48
1000,200,Álfhólsvegur,Álfhólsvegi,49
1000,200,Álfhólsvegur,Álfhólsvegi,50
1000,200,Álfhólsvegur,Álfhólsvegi,52
1000,200,Álfhólsvegur,Álfhólsvegi,53
1000,200,Álfhólsvegur,Álfhólsvegi,55
1000,200,Álfhólsvegur,Álfhólsvegi,56
1000,200,Álfhólsvegur,Álfhólsvegi,57
1000,200,Álfhólsvegur,Álfhólsvegi,58A
1000,200,Álfhólsvegur,Álfhólsvegi,60
1000,200,Álfhólsvegur,Álfhólsvegi,62
1000,200,Álfhólsvegur,Álfhólsvegi,64
1000,200,Álfhólsvegur,Álfhólsvegi,66
1000,200,Álfhólsvegur,Álfhólsvegi,68
1000,200,Álfhólsvegur,Álfhólsvegi,69A
1000,200,Álfhólsvegur,Álfhólsvegi,71
1000,200,Álfhólsvegur,Álfhólsvegi,73
1000,200,Álfhólsvegur,Álfhólsvegi,75
1000,200,Álfhólsvegur,Álfhólsvegi,77
1000,200,Álfhólsvegur,Álfhólsvegi,78
0000,101,Grandagarður,Grandagarði,21
1000,200,Álfhólsvegur,Álfhólsvegi,80
1000,200,Álfhólsvegur,Álfhólsvegi,82
1000,200,Álfhólsvegur,Álfhólsvegi,84
1000,200,Álfhólsvegur,Álfhólsvegi,88
1000,200,Álfhólsvegur,Álfhólsvegi,90
1000,200,Álfhólsvegur,Álfhólsvegi,92
1000,200,Álfhólsvegur,Álfhólsvegi,94
1000,200,Álfhólsvegur,Álfhólsvegi,96
1000,200,Álfhólsvegur,Álfhólsvegi,98
1000,200,Álfhólsvegur,Álfhólsvegi,101
1000,200,Álfhólsvegur,Álfhólsvegi,103
1000,200,Álfhólsvegur,Álfhólsvegi,105
1000,200,Álfhólsvegur,Álfhólsvegi,107
1000,200,Álfhólsvegur,Álfhólsvegi,109
1000,200,Álfhólsvegur,Álfhólsvegi,111
1000,200,Álfhólsvegur,Álfhólsvegi,113
1000,200,Álfhólsvegur,Álfhólsvegi,115
1000,200,Álfhólsvegur,Álfhólsvegi,117
1000,200,Álfhólsvegur,Álfhólsvegi,119
1000,200,Álfhólsvegur,Álfhólsvegi,121
1000,200,Álfhólsvegur,Álfhólsvegi,123
1000,200,Álfhólsvegur,Álfhólsvegi,127
1000,200,Álfhólsvegur,Álfhólsvegi,131
1000,200,Álfhólsvegur,Álfhólsvegi,133A
1000,200,Álfhólsvegur,Álfhólsvegi,137
1000,200,Álfhólsvegur,Álfhólsvegi,143A
0000,110,Hraunbær,Hraunbæ,98
3000,300,Brekkubraut,Brekkubraut,14
3000,300,Brekkubraut,Brekkubraut,15
3000,300,Brekkubraut,Brekkubraut,16
3000,300,Brekkubraut,Brekkubraut,17
3000,300,Brekkubraut,Brekkubraut,18
3000,300,Brekkubraut,Brekkubraut,19
3000,300,Brekkubraut,Brekkubraut,20
3000,300,Brekkubraut,Brekkubraut,21
3000,300,Brekkubraut,Brekkubraut,22
3000,300,Brekkubraut,Brekkubraut,23
3000,300,Brekkubraut,Brekkubraut,24
3000,300,Brekkubraut,Brekkubraut,25
3000,300,Brekkubraut,Brekkubraut,26
3000,300,Brekkubraut,Brekkubraut,31
3000,300,Garðaholt,Garðaholti,3
3000,300,Dalbraut,Dalbraut,8
3000,300,Dalbraut,Dalbraut,14
3000,300,Dalbraut,Dalbraut,16
3000,300,Dalbraut,Dalbraut,19
3000,300,Dalbraut,Dalbraut,23
3000,300,Dalbraut,Dalbraut,27
3000,300,Dalbraut,Dalbraut,31
3000,300,Dalbraut,Dalbraut,35
3000,300,Dalbraut,Dalbraut,39
3000,300,Dalbraut,Dalbraut,41
3000,300,Dalbraut,Dalbraut,45
3000,300,Dalbraut,Dalbraut,49
3000,300,Dalbraut,Dalbraut,53
3000,300,Dalbraut,Dalbraut,57
3000,300,Deildartún,Deildartúni,2
3000,300,Deildartún,Deildartúni,4
3000,300,Deildartún,Deildartúni,6
3000,300,Deildartún,Deildartúni,8
3000,300,Deildartún,Deildartúni,10
3000,300,Einigrund,Einigrund,2
3000,300,Einigrund,Einigrund,4
3000,300,Einigrund,Einigrund,6
3000,300,Einigrund,Einigrund,8
3000,300,Einigrund,Einigrund,10
3000,300,Einigrund,Einigrund,12
3000,300,Einigrund,Einigrund,13
3000,300,Einigrund,Einigrund,15
3000,300,Einigrund,Einigrund,17
3000,300,Einigrund,Einigrund,19
3000,300,Einigrund,Einigrund,21
3000,300,Einigrund,Einigrund,23
3000,300,Einigrund,Einigrund,25
3000,300,Einigrund,Einigrund,27
3000,300,Einigrund,Einigrund,29
